Numero_ID,Document_index,Title,Author_Contact_Contractor,Organisation,Organisation_type,Finance_type,Executor_type,Publication_date,Activity_initiation_year,Compensation,Project_phase,Monitoring,Monitoring_years,Target_land_cover,Restoration_type,Restoration_action,Restoration_action_1,Restoration_action_2,Restoration_action_3,Restoration_action_4,Restoration_action_5,Disturbance,Disturbance_1,Disturbance_2,Disturbance_3,Disturbance_4,Type_of_land_being_restored,Main_aim_of_restoration,Land_area_ha,Location_coordinate_system,Department,Code_DANE_Dep,Municipality,Code_DANE_Mun,Dept_Mun,Dept,Mun,Location,Biogeographic_region,Potential_ecosystem,Reference,Source,Remarks,Costs,Notes,Notes_2,Lat_dec_FINAL,Lon_dec_FINAL
RE00215,a,"Aunar esfuerzos técnicos, económicos, logísticos y humanos, para desarrollar el proyecto denominando ""restauración forestal cuenca Sumapaz, en el municipio de Melgar, y mantenimiento a 34 has de reforestación establecidas en años anteriores en las microcuencas del municipio de melgar, departamento del Tolima."" alcance: establecimiento 9.55 has de reforestación protectora",Fundación Internacional Dios y Vida verde,"Cortolima

",Environmental authorities,National,Public,2018,2016,No,Implementation,NI,NI,NI,Natural regeneration and assisted restoration,Forest Plantation,Forest Plantation,NA,NA,NA,NA,NI,Deforestation,NA,NA,NA,NI,Water resource protection,43,NI,TOLIMA,73,IBAGUÉ,73001,TOLIMA_IBAGUE,TOLIMA,IBAGUE,Cuenca Sumapaz,Norandina,Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5188554,SECOP I,NA,"$ 65,000,000",NA,NA,NA,NA
RE00216,a,AUNAR ESFUERZOS TÉCNICOS ECONÓMICOS LOGÍSTICOS Y HUMANOS PARA DAR CONTINUIDAD A LA RECUPERACIÓN AMBIENTAL DE LA CUENCA DEL RÍO GUARINÓ EN LOS COMPONENTES REFORESTACIÓN MANTENIMIENTOS A REFORESTACIONES Y RESTAURACIÓN Y CONSERVACIÓN DE HUMEDALES PROYECTOS QUE HACEN PARTE DEL PLAN DE ACCIÓN INMEDIATA -PAI- EN LA CUENCA CUENCA DEL RÍO GUARINÓ DEPARTAMENTOS DE TOLIMA Y CALDAS,FUNDACION DE ESTUDIOS PROFESIONALES PUCURA,"Cortolima

",NGO,National,Public,2011,2008,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Water resource protection,NI,NI,TOLIMA,73,IBAGUÉ,73001,TOLIMA_IBAGUE,TOLIMA,IBAGUE,Humedal cuenca rio Guarino,Norandina,Wetland,Detalle del proceso: CTO 567-2011 - PUCURA (contratos.gov.co),SECOP,NA,"$ 38,500,000",NA,NA,NA,NA
RE00217,a,¿AUNAR ESFUERZOS TÉCNICOS LOGÍSTICOS HUMANOS ECONÓMICOS PARA EL DESARROLLAR EL PROYECTO ENOMINADO: RESTAURACIÓN REHABILITACIÓN DE ECOSISTEMAS ESTRATÉGICOS ÁREAS PROTEGIDAS Y CUENCAS HIDROGRÁFICAS PRIORIZADAS CON FINES DE PROTECCIÓN EN LA CUENCA PRADO¿,LA ASOCIACION DE GUADUA CAÑON DEL COMBEIMA ASOGUADUA,"Cortolima

",NGO,National,Public,2013,2013,No,Implementation,NI,NI,NI,Assisted restoration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,NI,NI,NA,NA,NA,NI,Water resource protection,NI,NI,TOLIMA,73,IBAGUÉ,73001,TOLIMA_IBAGUE,TOLIMA,IBAGUE,Cuenca Prado,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1953485,SECOP,NA,"$ 23,873,892",NA,NA,NA,NA
RE00218,a,"AUNAR ESFUERZOS PARA DESARROLLAR EL PROYECTO DE RESTAURACIÓN FORESTAL EN LOS PREDIOS GALILEO Y LAS SELVAS, VEREDA JUNTAS, CUENCA COMBEIMA DEL MUNICIPIO DE IBAGUÉ.  ALCANCE: MANTENIMIENTO  15 HAS CUENCA COMBEIMA",CORPORACION DE VIDA SANA CORDEVIS,"Cortolima

",NGO,National,Public,2014,2014,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,15,NI,TOLIMA,73,IBAGUÉ,73001,TOLIMA_IBAGUE,TOLIMA,IBAGUE,"VEREDA JUNTAS, CUENCA COMBEIMA",Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2758566,SECOP,NA,"$ 11,012,546",NA,NA,NA,NA
RE00219,a,"AUNAR ESFUERZOS ECONÓMICOS,  TÉCNICOS, LOGÍSTICOS Y HUMANOS, PARA REALIZAR EL ESTABLECIMIENTO DE 16 HECTÁREAS DE REFORESTACIÓN PROTECTORA CON ESPECIES NATIVAS E INSTALACIÓN DE 2 KILÓMETROS DE AISLAMIENTO EN ÁREAS CON PROCESOS DE RESTAURACIÓN AMBIENTAL, EN EL MARCO DE LAS ACTIVIDADES DE RECUPERACIÓN Y REHABILITACIÓN DE ECOSISTEMAS ESTRATÉGICOS Y ÁREAS PROTEGIDAS, DE LA CUENCA DEL RIO MAGDALENA, MUNICIPIO DE COYAIMA, DEPARTAMENTO DEL TOLIMA"".",RESGUARDO INDIGENA PIJAO TOTARCO DINDE TRADICIONAL,"Cortolima

",Environmental authorities,National,Public,2015,2015,No,Implementation,NI,NI,NI,Natural regeneration and assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,16,NI,TOLIMA,73,IBAGUÉ,73001,TOLIMA_IBAGUE,TOLIMA,IBAGUE,"CUENCA DEL RIO MAGDALENA,",Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4153275,SECOP,NA,"$ 393,544,000",NA,NA,NA,NA
RE00220,a,"AUNAR ESFUERZOS TÉCNICOS, ECONÓMICOS, LOGÍSTICOS Y HUMANOS PARA DESARROLLAR EL PROYECTO DENOMINANDO ""RESTAURACIÓN AMBIENTAL EN ÁREAS AFECTADAS POR INCENDÍOS FORESTALES, EN EL DEPARTAMENTO DEL TOLIMA"". ALCANCE: ESTABLECIMIENTO 9 HAS DE REFORESTACIÓN PROTECTORA, ASÍ: AISLAMIENTO A 1800 METROS DE LINEALES DE CERCO PROTECTOR.",FUNDACION SOCIAL COLOMBIA VERDE,"Cortolima

",NGO,National,Public,2016,2016,No,Implementation,NI,NI,NI,Natural regeneration and assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,9,NI,TOLIMA,73,Ibagué,73001,TOLIMA_IBAGUE,TOLIMA,IBAGUE,NI,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5366922,SECOP,NA,"$ 113,726,633",NA,NA,NA,NA
RE00221,a,"AUNAR ESFUERZOS TÉCNICOS, ECONÓMICOS, LOGÍSTICOS Y HUMANOS, PARA DESARROLLAR EL PROYECTO DENOMINANDO ""RESTAURACIÓN FORESTAL CUENCA SUMAPAZ, EN EL MUNICIPIO DE MELGAR, Y MANTENIMIENTO A 34 HAS DE REFORESTACIÓN ESTABLECIDAS EN AÑOS ANTERIORES EN LAS MICROCUENCAS DEL MUNICIPIO DE MELGAR, DEPARTAMENTO DEL TOLIMA."" ALCANCE: ESTABLECIMIENTO 9.55 HAS DE REFORESTACIÓN PROTECTORA",FUNDACION INTERNACIONAL DIOS Y VIDA VERDE,"Cortolima

",NGO,National,Public,2016,2016,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,34,NI,TOLIMA,73,Ibagué,73001,TOLIMA_IBAGUE,TOLIMA,IBAGUE,CUENCA SUMAPAZ,Norandina,Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5188554,SECOP,NA,"$ 1,560,906,516",NA,NA,NA,NA
RE00222,a,"Anuar esfuerzos técnicos, económicos y humanos para la restauración forestal protectora de 9 Ha en zonas ambientales estratégicas, del predio la rivera vereda juntas cuenca Combeima municipio de Ibagué"",",FUNDACION CRISTIANA DE VIVIENDA,"Cortolima

",NGO,National,Public,2016,2016,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Deforestation,NI,NA,NA,NA,NI,Water resource protection,9,NI,TOLIMA,73,Ibagué,73001,TOLIMA_IBAGUE,TOLIMA,IBAGUE,Vereda juntas cuenca Combeima,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-5999476,SECOP,NA,"$ 15,772,926",NA,NA,NA,NA
RE00223,a,"Aunar Esfuerzos económicos, Técnicos y humanos para desarrollar el proyecto
denominando ~implementación de Iniciativas para adelantar procesos de restauración
ambiental en 10.79 Ha vulnerables en la cuenca mayor del Rio Totare en el área de
influencia de la micro expresa cuenca Cumina Corregimiento de Vera cruz vereda Cumina del Municipio de Alvarado""",FUNDACION HABITAT FUNDHABITA.T.,"Cortolima

",NGO,National,Public,2016,2016,No,Implementation,NI,NI,NI,Assisted restoration,NI,NI,NA,NA,NA,NA,NI,Deforestation,NA,NA,NA,NI,Recovery and conservation of natural resources,10.79,NI,TOLIMA,73,Ibagué,73001,TOLIMA_IBAGUE,TOLIMA,IBAGUE,Rio Totare,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6000010,SECOP,NA,"$ 28,260,000",NA,NA,NA,NA
RE00224,a,"AUNAR ESFUERZOS TÉCNICOS, ECONÓMICOS, LOGÍSTICOS Y HUMANOS PARA DESARROLLAR EL PROYECTO DENOMINANDO NOMBRE DEL PROYECTO: ""RESTAURACIÓN AMBIENTAL MEDIANTE ACCIONES DE MANTENIMIENTO A ECOSISTEMAS ESTRATÉGICOS, EN LA CUENCA DEL RIO PRADO, MUNICIPIO DE DOLORES Y PURIFICACIÓN, TOLIMA."" ALCANCE: MANTENIMIENTO A 62.5 HAS, DE REFORESTACIÓN PROTECTORA EN LOS MUNICIPIOS DE PURIFICACIÓN Y DOLORES, CUENCA PRADO.",ASOCIACION DESAFIO NUEVAS PROPUESTAS PARA EL DESARROLLO HUMANO SOSTENIBLE,"Cortolima

",NGO,National,Public,2016,2015,No,Implementation,NI,NI,NI,Natural regeneration and assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,62.5,NI,TOLIMA,73,"IBAGUÉ, Purificación, dolores","73001, 732636, 73585",TOLIMA_PURIFICACION,TOLIMA,PURIFICACION,CUENCA RIO PRADO,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5512658,SECOP,NA,"$ 95,992,700",Duplicated rows per municipality,NA,NA,NA
RE00224,a,"AUNAR ESFUERZOS TÉCNICOS, ECONÓMICOS, LOGÍSTICOS Y HUMANOS PARA DESARROLLAR EL PROYECTO DENOMINANDO NOMBRE DEL PROYECTO: ""RESTAURACIÓN AMBIENTAL MEDIANTE ACCIONES DE MANTENIMIENTO A ECOSISTEMAS ESTRATÉGICOS, EN LA CUENCA DEL RIO PRADO, MUNICIPIO DE DOLORES Y PURIFICACIÓN, TOLIMA."" ALCANCE: MANTENIMIENTO A 62.5 HAS, DE REFORESTACIÓN PROTECTORA EN LOS MUNICIPIOS DE PURIFICACIÓN Y DOLORES, CUENCA PRADO.",ASOCIACION DESAFIO NUEVAS PROPUESTAS PARA EL DESARROLLO HUMANO SOSTENIBLE,"Cortolima

",NGO,National,Public,2016,2015,No,Implementation,NI,NI,NI,Natural regeneration and assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,62.5,NI,TOLIMA,73,"IBAGUÉ, Purificación, dolores","73001, 732636, 73585",TOLIMA_DOLORES,TOLIMA,DOLORES,CUENCA RIO PRADO,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5512658,SECOP,NA,"$ 95,992,700",Duplicated rows per municipality,NA,NA,NA
RE00224,a,"AUNAR ESFUERZOS TÉCNICOS, ECONÓMICOS, LOGÍSTICOS Y HUMANOS PARA DESARROLLAR EL PROYECTO DENOMINANDO NOMBRE DEL PROYECTO: ""RESTAURACIÓN AMBIENTAL MEDIANTE ACCIONES DE MANTENIMIENTO A ECOSISTEMAS ESTRATÉGICOS, EN LA CUENCA DEL RIO PRADO, MUNICIPIO DE DOLORES Y PURIFICACIÓN, TOLIMA."" ALCANCE: MANTENIMIENTO A 62.5 HAS, DE REFORESTACIÓN PROTECTORA EN LOS MUNICIPIOS DE PURIFICACIÓN Y DOLORES, CUENCA PRADO.",ASOCIACION DESAFIO NUEVAS PROPUESTAS PARA EL DESARROLLO HUMANO SOSTENIBLE,"Cortolima

",NGO,National,Public,2016,2015,No,Implementation,NI,NI,NI,Natural regeneration and assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,62.5,NI,TOLIMA,73,"IBAGUÉ, Purificación, dolores","73001, 732636, 73585",TOLIMA_IBAGUE,TOLIMA,IBAGUE,CUENCA RIO PRADO,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5512658,SECOP,NA,"$ 95,992,700",Duplicated rows per municipality,NA,NA,NA
RE00225,a,"Aunar Esfuerzos económicos, técnicos y humanos para desarrollar el proyecto denominando Restauración forestal áreas degradadas micro cuencas Mina y Tasajeras, cuenca Cucuana, municipio de Valle San Juan~. Alcance: Establecimiento 10 has de Re-forestación protectora-productora: Aislamiento de 2.500 metros de cerco protector, Valla Informativa (2).",CORPORACION NATURAVIVA,"Cortolima

",NGO,National,Public,2016,2016,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,10,NI,TOLIMA,73,"Ibagué, valle de san juan","73001, 73854",TOLIMA_IBAGUE,TOLIMA,IBAGUE,"Microcuencas Mina y Tasajeras, cuenca Cucuana",Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6002610,SECOP,NA,"$ 10,200,000",Duplicated rows per municipality,NA,NA,NA
RE00225,a,"Aunar Esfuerzos económicos, técnicos y humanos para desarrollar el proyecto denominando Restauración forestal áreas degradadas micro cuencas Mina y Tasajeras, cuenca Cucuana, municipio de Valle San Juan~. Alcance: Establecimiento 10 has de Re-forestación protectora-productora: Aislamiento de 2.500 metros de cerco protector, Valla Informativa (2).",CORPORACION NATURAVIVA,"Cortolima

",NGO,National,Public,2016,2016,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,10,NI,TOLIMA,73,"Ibagué, valle de san juan","73001, 73854",TOLIMA_VALLE DE SAN JUAN,TOLIMA,VALLE DE SAN JUAN,"Microcuencas Mina y Tasajeras, cuenca Cucuana",Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6002610,SECOP,NA,"$ 10,200,000",Duplicated rows per municipality,NA,NA,NA
RE00226,a,"AUNAR ESFUERZOS TECNICOS, ECONÓMICOS, LOGÍSTICOS Y HUMANOS PARA DESARROLLAR EL PROYECTO DENOMINANDO ""RESTAURACIÓN FORESTAL PROTECTORA DE 30 HAS UBICADAS EN LAS VEREDAS EL PESCADO Y YOPO, PREDIOS CERRO DE LA CRUZ, LOTE, LOTE 11 Y LOTE IV UBICADOS EN EL MUNICIPIO DE DOLORES"" EN LA MICROCUENCA AGUA DULCE Y DE PROPIEDAD DEL MUNICIPIO DE DOLORES"". ALCANCE: ESTABLECIMIENTO 30 HAS DE REFORESTACIÓN PROTECTORA: AISLAMIENTO A 5010 METROS DE CERCO PROTECTOR, VALLA INFORMATIVA (2), TALLERES (2) SOCIALIZACIÓN",CORPORACION PARA LA PROTECCION AMBIENTAL Y RECURSOS NATURALES RIO DE NIEVE,"Cortolima

",NGO,National,Public,2016,2016,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Deforestation,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,30,NI,TOLIMA,73,Dolores,73236,TOLIMA_DOLORES,TOLIMA,DOLORES,VEREDAS EL PESCADO Y YOPO,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5681954,SECOP,NA,"$ 28,895,180",NA,NA,NA,NA
RE00227,a,Recuperación y protección a través de un programa de establecimiento de 35.5 has de plantaciones protectoras productoras en microcuencas afluentes del río Riosucio que abastece de agua a acueductos de los centros poblados de Cestillal V San Pascual en el municipio de Cañasgordas Departamento de Antioquia.,M/pio Cañasgordas,Corpouraba,Environmental authorities,National,Public,2014,2013,No,Implementation,NI,NI,NI,Assisted restoration,Forest Plantation,Forest Plantation,NA,NA,NA,NA,NI,Deforestation,NA,NA,NA,NI,Water resource protection,35.5,NI,ANTIOQUIA,5,CAÑASGORDAS,5138,ANTIOQUIA_CANASGORDAS,ANTIOQUIA,CANASGORDAS,NI,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3395317,SECOP I,NA,"$ 731,646,825",NA,NA,NA,NA
RE00228,a,"CONTRATO INTERADMINISTRATIVO PARA REALIZAR LA REHABILITACIÓN AMBIENTAL EN LA ZONA DE RESERVA DEL AEROPUERTO INTERNACIONAL MATECAÑA Y OTRAS ÁREAS DE COMPENSACIÓN FORESTAL A PARTIR DE LA EJECUCIÓN DEL MANUAL PARA EL MONITOREO Y MANTENIMIENTO DE LA RESTAURACIÓN ECOLÓGICA DURANTE LA VIGENCIA 2016, Y ASESORAR EL CONTROL DE LA FAUNA PRESENTE EN EL AERÓDROMO.",UNIVERSIDAD TECNOLÓGICA DE PEREIRA UTP,"AEROPUERTO INTERNACIONAL MATECAÑA DE PEREIRA

",University,National,Public,2016,2016,No,Implementation,NI,NI,NI,Natural regeneration,Tree planting,Tree planting,NA,NA,NA,NA,Civil works and infrastructure,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,NI,NI,RISARALDA,66,pereira,66001,RISARALDA_PEREIRA,RISARALDA,PEREIRA,AEROPUERTO INTERNACIONAL MATECAÑA,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5185699,SECOP,NA,"$ 67,631,723",NA,NA,NA,NA
RE00229,a,Aunar esfuerzos entre la CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA ¿ CAM y el Municipio de Nátaga para adelantar acciones de restauración pasiva en ecosistemas estratégicos y desarrollar las demás actividades señaladas en el Plan Básico de Restauración estudios previos que hacen parte integral del Convenio No. 099 firmado el 22 de octubre de 2012 entre el Ministerio de Ambiente y Desarrollo Sostenible ¿ MADS y la Corporación Autónoma Regional del Alto Magdalena ¿ CAM para la Restauración Pasiva en Ecosistemas Estratégicos del Municipio de Nátaga Departamento del Huila.,MUNICIPIO DE NATAGA,CAM,Environmental authorities,National,Public,2013,2013,No,Implementation,NI,NI,NI,Natural regeneration,NI,NI,NA,NA,NA,NA,NI,Civil works and infrastructure,NA,NA,NA,NI,Recovery and conservation of natural resources,NI,NI,Huila,41,Nátaga,41483,HUILA_NATAGA,HUILA,NATAGA,NI,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2077504,SECOP,NA,"$ 65,841,756",NA,NA,NA,NA
RE00230,a,EJECUCIÓN DEL PROYECTO DE REHABILITACIÓN PASIVA Y ACTIVA PARA LA RESTAURACIÓN Y CONSERVACIÓN DE AREAS PROTEGIDAS (FUENTES Y CUENCAS) DEL MUNICIPIO DE ENCISO - SANTANDER.,B & B SOLUCIONES DE INGENIERIA LTDA,"ALCALDÍA DE SANTANDER

",Municipal authority,National,Private,2016,2016,No,Implementation,NI,NI,NI,Natural regeneration,NI,NI,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Water resource protection,NI,NI,SANTANDER,68,enciso,68266,SANTANDER_ENCISO,SANTANDER,ENCISO,NI,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-5945083,SECOP,NA,"$ 32,005,161",NA,NA,NA,NA
RE00231,a,"Aunar esfuerzos técnicos, logísticos, administrativos y financieros para desarrollar acciones encaminadas a la restauración de 15 has afectadas por incendios forestales en la Reserva Forestal Protectora Regional Serranía el Pinche, en el municipio de Argelia, promoviendo la participación comunitaria como estrategia para la conservación y apropiación de la reserva para lograr un desarrollo autónoma y sostenible de la comunidad.",Asociación Agroambiental Santa Clara Naranjal,CRC,Environmental authorities,National,Public,2016,2015,No,Implementation,NI,NI,NI,Natural regeneration and assisted restoration,"Tree planting, perimeter isolation, live fences, revegetation nuclei, invasive species control",Tree planting,perimeter isolation,live fences,revegetation nuclei,invasive species control,Fires,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,15,NI,CAUCA,19,ARGELIA,19050,CAUCA_ARGELIA,CAUCA,ARGELIA,Reserva Forestal Protectora Regional Serranía el Pinche,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2231042,SECOP I,NA,"$ 78,820,744",NA,NA,NA,NA
RE00232,a,REFORESTACIÓN DE 2 HA CON ESPECIES NATIVAS DE PROTECCIÓN RESTAURACIÓN DE 600 MT DE FRANJAS PROTECTORAS EN EL PREDIO DE CONSERVACION LA CRISTALINA Y DESCOLMATACIÓN DE 2000 M2 DE CAUCES DE FUENTES HIDRICAS UBICADOS EN LA VEREDA LA ESTRELLA - MUNICIPIO DE ARGLIA VALLE,Empresa de Servicio de Aseo de Argelia S.A ESARGELIA S.A E.S.P,"ALCALDÍA MUNICIPIO DE ARGELIA
",Municipal authority,National,Public,2011,2011,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,NI,Fires,NA,NA,NA,NI,Recovery and conservation of natural resources,2,NI,VALLE DEL CAUCA,76,ARGELIA,76054,VALLE DEL CAUCA_ARGELIA,VALLE DEL CAUCA,ARGELIA,"Fuentes hidricas,Vereda la Estrella",Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-741862,SECOP,NA,"$ 15,612,964",NA,NA,NA,NA
RE00233,a,AUNAR ESFUERZOS TECNICOS LOGISTICOS ADMINISTRATIVOS Y FINANCIEROS PARA DESARROLLAR ACCIONES ENCAMINADAS A LA RESTAURACIÓN DE 15 HAS AFECTADAS POR INCENDIOS FORESTALES EN LA RESERVA FORESTALPROTECTORA REGIONAL SERRANIA EL PINCHE EN EL MUNICIPIO DE ARGELIA PROMOVIENDO LA PARTICIPACION COMUNITARIA COMO ESTRATEGIA PARA LA CONSERVACION Y APROPIACION DE LA RESERVA PARA LOGRAR UN DESARROLLO AUTONOMA Y SOSTENIBLE DE LA COMUNIDAD.,ASOCIACION AGROAMBIENTAL SANTA CLARA NARANJAL,CRC,NGO,National,Public,2013,2013,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Fires,NI,NA,NA,NA,NI,Ecological connectivity,15,NI,Cauca,19,ARGELIA,5055,CAUCA_ARGELIA,CAUCA,ARGELIA,RESERVA FORESTALPROTECTORA REGIONAL SERRANIA EL PINCHE,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2231042,SECOP,NA,"$ 51,038,246",NA,NA,NA,NA
RE00234,a,"AUNAR ESFUERZOS ENTRE LA CARDER Y WCS PARA: DISEÑAR UN PROGRAMA DE MONITOREO PARA LA GESTIÓN DE LOS RECURSOS NATURALES EN EL COMPLEJO DE PÁRAMOS LOS NEVADOS Y SUS CUENCAS CAMPOALEGRE, OTÚN, CHINCHINÁ, COELLO Y QUINDÍO. IMPLEMENTAR EN 100 HA UN PROCESO DE RESTAURACIÓN ECOLÓGICA EN EL PARQUE NACIONAL NATURAL LOS NEVADOS, EN COLABORACIÓN CON EL EQUIPO DEL PARQUE NACIONAL NATURAL LOS NEVADOS",WILDLIFE CONSERVATION SOCIETY,Carder,NGO,National,Public,2016,2016,No,Implementation,NI,NI,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,NI,Fires,NA,NA,NA,NI,Recovery and conservation of natural resources,100,NI,RISARALDA,66,"Apía, Balboa, Guática","66045, 66075, 66318",RISARALDA_APIA,RISARALDA,APIA,PARQUE NACIONAL NATURAL LOS NEVADOS,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5956708,SECOP,NA,"$ 27,602,810",Duplicated rows per municipality,NA,NA,NA
RE00234,a,"AUNAR ESFUERZOS ENTRE LA CARDER Y WCS PARA: DISEÑAR UN PROGRAMA DE MONITOREO PARA LA GESTIÓN DE LOS RECURSOS NATURALES EN EL COMPLEJO DE PÁRAMOS LOS NEVADOS Y SUS CUENCAS CAMPOALEGRE, OTÚN, CHINCHINÁ, COELLO Y QUINDÍO. IMPLEMENTAR EN 100 HA UN PROCESO DE RESTAURACIÓN ECOLÓGICA EN EL PARQUE NACIONAL NATURAL LOS NEVADOS, EN COLABORACIÓN CON EL EQUIPO DEL PARQUE NACIONAL NATURAL LOS NEVADOS",WILDLIFE CONSERVATION SOCIETY,Carder,NGO,National,Public,2016,2016,No,Implementation,NI,NI,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,100,NI,RISARALDA,66,"Apía, Balboa, Guática","66045, 66075, 66318",RISARALDA_BALBOA,RISARALDA,BALBOA,PARQUE NACIONAL NATURAL LOS NEVADOS,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5956708,SECOP,NA,"$ 27,602,810",Duplicated rows per municipality,NA,NA,NA
RE00234,a,"AUNAR ESFUERZOS ENTRE LA CARDER Y WCS PARA: DISEÑAR UN PROGRAMA DE MONITOREO PARA LA GESTIÓN DE LOS RECURSOS NATURALES EN EL COMPLEJO DE PÁRAMOS LOS NEVADOS Y SUS CUENCAS CAMPOALEGRE, OTÚN, CHINCHINÁ, COELLO Y QUINDÍO. IMPLEMENTAR EN 100 HA UN PROCESO DE RESTAURACIÓN ECOLÓGICA EN EL PARQUE NACIONAL NATURAL LOS NEVADOS, EN COLABORACIÓN CON EL EQUIPO DEL PARQUE NACIONAL NATURAL LOS NEVADOS",WILDLIFE CONSERVATION SOCIETY,Carder,NGO,National,Public,2016,2016,No,Implementation,NI,NI,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,NI,NI,NA,NA,NA,NI,Recovery and conservation of natural resources,100,NI,RISARALDA,66,"Apía, Balboa, Guática","66045, 66075, 66318",RISARALDA_GUATICA,RISARALDA,GUATICA,PARQUE NACIONAL NATURAL LOS NEVADOS,Norandina,Sub-Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5956708,SECOP,NA,"$ 27,602,810",Duplicated rows per municipality,NA,NA,NA
