Numero_ID,Document_index,Title,Author_Contact_Contractor,Organisation,Organisation_type,Finance_type,Executor_type,Publication_date,Activity_initiation_year,Compensation,Project_phase,Monitoring,Monitoring_years,Target_land_cover,Restoration_type,Restoration_action,Restoration_action_1,Restoration_action_2,Restoration_action_3,Restoration_action_4,Restoration_action_5,Disturbance,Disturbance_1,Disturbance_2,Disturbance_3,Disturbance_4,Type_of_land_being_restored,Main_aim_of_restoration,Land_area_ha,Location_coordinate_system,Department,Code_DANE_Dep,Municipality,Code_DANE_Mun,Dept_Mun,Dept,Mun,Location,Biogeographic_region,Potential_ecosystem,Reference,Source,Remarks,Costs,Notes,Notes_2,Lat_dec_FINAL,Lon_dec_FINAL
RE00449,a,POZOS MÚLTIPLES BUENOS AIRES CA-LAM0759,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2012,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,2.38,NI,CASANARE,85,"TAURAMENA, AGUAZUL, YOPAL",85410,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00450,a,POZOS MÚLTIPLES CUSIANA TC.-LAM0794,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2012,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,2.8,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00451,a,ÁREA DE POZOS MÚLTIPLES BUENOS AIRES WA.-LAM1001,ANLA,BP EXPLORATION COMPANY (COLOMBIA) LTD.,Company,National,Private,2020,2012,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,2.35,NI,CASANARE,85,TAURAMENA,85410,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00452,a,SOPORTE DE PRESIÓN A CUSIANA (LÍNEA DE FLUJO CUPIAGUA).-LAM1006,ANLA,ECOPETROL S.A.,Company,National,Public,2020,2012,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,6.3,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00453,a,CONTRUCCIÓN Y OPERACIÓN DEL ÁREA PERFORACIÓN DE POZOS CUPIAGUA YB-LAM1019,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2012,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,2,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00454,a,"LÍNEAS DE FLUJO CAMPO CUPIAGUA ETAPA II. CONSTRUCCIÓN Y OPERACIÓN DE LAS LÍNEAS DE PRODUCCIÓN CUPIAGUA IV A EMPALME CON LÍNEAS SOPORTE DE PRESIÓN A CUSIANA, DESDE CUPIAGUA.-LAM1124",ANLA,ECOPETROL S.A.,Company,National,Public,NI,2012,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,11.5,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00455,a,POZOS MÚLTIPLES CUPIAGUA T.-LAM1146,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2010,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,2.83,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00456,a,POZOS MÚLTIPLES BUENOS AIRES BA-LAM1176,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2010,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,0.6,NI,CASANARE,85,TAURAMENA,85410,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00457,a,"INSTALACIÓN DE LA LÍNEA DE 37 KILÓMETROS DE 16"", DENOMINADO OLEODUCTO CUPIAGUA- CUSIANA.-LAM1226",ANLA,OLEODUCTO CENTRAL S.A. – OCENSA,Company,National,Private,2020,NI,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,11.3,NI,CASANARE,85,"AGUAZUL, TAURAMENA",85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00457,a,"INSTALACIÓN DE LA LÍNEA DE 37 KILÓMETROS DE 16"", DENOMINADO OLEODUCTO CUPIAGUA- CUSIANA.-LAM1226",ANLA,OLEODUCTO CENTRAL S.A. – OCENSA,Company,National,Private,2020,NI,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,11.3,NI,CASANARE,85,"AGUAZUL, TAURAMENA",85010,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00458,a,ÁREA DE POZOS MÚLTIPLES BUENOS AIRES GC.-LAM1232,ANLA,ECOPETROL S.A.,Company,National,Public,2021,NI,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,4.2,NI,CASANARE,85,TAURAMENA,85410,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00459,a,ÁREA DE POZOS MÚLTIPLES BUENOS AIRES GX.-LAM1233,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2007,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,2.31,NI,CASANARE,85,"TAURAMENA,AGUAZUL","85010, 85410",CASANARE_TAURAMENA,CASANARE,TAURAMENA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00459,a,ÁREA DE POZOS MÚLTIPLES BUENOS AIRES GX.-LAM1233,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2007,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,2.31,NI,CASANARE,85,"TAURAMENA,AGUAZUL","85010, 85410",CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00460,a,ÀREA DE POZOS MÚLTIPLES CUPIAGUA XD.-LAM1282,ANLA,ECOPETROL S.A.,Company,National,Public,NI,2006,Yes,Implementation,NI,NI,NI,NI,NI,NI,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,4,NA,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00461,a,AREA DE POZOS MÚLTIPLES CUSIANA TA.-LAM1651,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2007,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,2,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00462,a,POZOS CUPIAGUA YR-LAM1960,ANLA,BP EXPLORATION COMPANY (COLOMBIA) LTD.,Company,National,Private,2021,NI,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,16,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00463,a,OLEODUCTO EL MORRO - ARAGUANEY-LAM1999,ANLA,BP EXPLORATION COMPANY (COLOMBIA) LTD.,Company,National,Private,2021,2003,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,11,NI,CASANARE,85,YOPAL,85001,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00464,a,ÁREA DE POZOS CUPIAGUA XA-LAM2032,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2006,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,15,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00465,a,ÁREA DE POZOS CUPIAGUA XH Y SU CORREDOR DE LÍNEAS DE FLUJO-LAM2049,ANLA,ECOPETROL S.A.,Company,National,Public,2021,NI,Yes,Implementation,NI,NI,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,40,NA,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00466,a,LÍNEAS DE FLUJO CUSIANA ETAPA VII-LAM2068,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2005,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,1,NI,CASANARE,85,"AGUAZUL, TAURAMENA.",85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00466,a,LÍNEAS DE FLUJO CUSIANA ETAPA VII-LAM2068,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2005,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,1,NI,CASANARE,85,"AGUAZUL, TAURAMENA.",85010,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00467,a,CONSTRUCCIÓN Y OPERACIÓN DE LAS LÍNEAS DE FLUJO CUSIANA TS Y CUSIANA TA-LAM2130,ANLA,ECOPETROL S.A.,Company,National,Public,2020,2005,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,2,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00468,a,"AREA DE POZOS CUPIAGUA YZ, VÍAS DE ACCESO Y LÍNEAS DE FLUJO-LAM2917",ANLA,ECOPETROL S.A.,Company,National,Public,2021,2006,Yes,Implementation,NI,NI,NI,Assisted restoration,"Agroforestry system, silvopastoral, plant enrichment, live fences, perimeter isolation",Agroforestry system,silvopastoral,plant enrichment,live fences,perimeter isolation,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,84.9,NI,CASANARE,85,"YOPAL, AGUAZUL",85001,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00468,a,"AREA DE POZOS CUPIAGUA YZ, VÍAS DE ACCESO Y LÍNEAS DE FLUJO-LAM2917",ANLA,ECOPETROL S.A.,Company,National,Public,2021,2006,Yes,Implementation,NI,NI,NI,Assisted restoration,"Agroforestry system, silvopastoral, plant enrichment, live fences, perimeter isolation",Agroforestry system,silvopastoral,plant enrichment,live fences,perimeter isolation,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,84.9,NI,CASANARE,85,"YOPAL, AGUAZUL",85001,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00469,a,ÁREA DE POZOS DE DESARROLLO CUPIAGUA NW Y SU VÍA DE ACCESO-LAM2995,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2004,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,20,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00470,a,AREA DE POZOS CUSIANA MA-LAM3159,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2017,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,14.4,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00471,a,BLOQUE DE PERFORACIÓN EXPLORATORIA MORICHE-LAM3339,ANLA,LAS QUINCHAS RESOURCES CORP SUCURSAL COLOMBIA,Company,National,Private,2020,NI,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,24,NI,CASANARE,85,"EL YOPAL,MANÍ,OROCUÉ","85139, 85230",CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00471,a,BLOQUE DE PERFORACIÓN EXPLORATORIA MORICHE-LAM3339,ANLA,LAS QUINCHAS RESOURCES CORP SUCURSAL COLOMBIA,Company,National,Private,2020,NI,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,24,NI,CASANARE,85,"EL YOPAL,MANÍ,OROCUÉ","85139, 85230",CASANARE_MANI,CASANARE,MANI,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00471,a,BLOQUE DE PERFORACIÓN EXPLORATORIA MORICHE-LAM3339,ANLA,LAS QUINCHAS RESOURCES CORP SUCURSAL COLOMBIA,Company,National,Private,2020,NI,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,24,NI,CASANARE,85,"EL YOPAL,MANÍ,OROCUÉ","85139, 85230",CASANARE_OROCUE,CASANARE,OROCUE,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00472,a,"PERFORACION EXPLORATORIA EN EL AREA DE INTERES BLOQUE CASANARE ESTE, SECTOR NORTE-LAM3548",ANLA,PETROMINERALES COLOMBIA LTDA,Company,National,Private,2021,2014,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,10.2,NI,CASANARE,85,SAN LUIS DE PALENQUE,85325,CASANARE_SAN LUIS DE PALENQUE,CASANARE,SAN LUIS DE PALENQUE,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00473,a,ÁREA DE PERFORACIÓN EXPLORATORIA BLOQUE CACHICAMO-LAM3585,ANLA,FRONTERA ENERGY,Company,National,Private,2021,2010,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Civil works and infrastructure,Mining and extractive industry,NA,NA,NA,NI,NI,31.5,NI,CASANARE,85,OROCUÉ,85230,CASANARE_OROCUE,CASANARE,OROCUE,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00474,a,ÁREA DE PERFORACIÓN EXPLORATORIA NASHIRA-LAM3786,ANLA,OIRU CORPORATION,Company,National,Private,2021,2007,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Civil works and infrastructure,NA,NA,NA,NI,Water resource protection,12.3,NI,CASANARE,85,OROCUÉ,85230,CASANARE_OROCUE,CASANARE,OROCUE,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00475,a,ÁREA DE DESARROLLO PAUTO-LAM4021,ANLA,EQUION ENERGÍA LIMITED,Company,National,Private,2021,2013,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,24.5,NI,CASANARE,85,YOPAL,85001,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00476,a,ÁREA DE PERFORACIÓN EXPLORATORIA TÁNGARA NORTE - BLOQUE TÁNGARA.-LAM4182,ANLA,HOCOL S.A.,Company,National,Private,2021,2018,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,17,NI,CASANARE,85,HATO COROZAL,85125,CASANARE_HATO COROZAL,CASANARE,HATO COROZAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00477,a,BLOQUE DE PERFORACIÓN EXPLORATORIA LLANOS 20-LAM4637,ANLA,PAREX RESOURCES COLOMBIA LTD SUCURSAL,Company,National,Private,NI,2011,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,3.93,NI,CASANARE,85,"SAN LUIS DE PALENQUE, TRINIDAD",85325,CASANARE_SAN LUIS DE PALENQUE,CASANARE,SAN LUIS DE PALENQUE,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00477,a,BLOQUE DE PERFORACIÓN EXPLORATORIA LLANOS 20-LAM4637,ANLA,PAREX RESOURCES COLOMBIA LTD SUCURSAL,Company,National,Private,NI,2011,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,3.93,NI,CASANARE,85,"SAN LUIS DE PALENQUE, TRINIDAD",85325,CASANARE_TRINIDAD,CASANARE,TRINIDAD,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00478,a,BLOQUE DE PERFORACIÓN EXPLORATORIA LLANOS 26-LAM5018,ANLA,PAREX RESOURCES COLOMBIA LTD SUCURSAL,Company,National,Private,2021,2017,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,20,NI,CASANARE,85,"YOPAL, AGUAZUL, MANÍ, TAURAMENA",85001,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00478,a,BLOQUE DE PERFORACIÓN EXPLORATORIA LLANOS 26-LAM5018,ANLA,PAREX RESOURCES COLOMBIA LTD SUCURSAL,Company,National,Private,2021,2017,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,20,NI,CASANARE,85,"YOPAL, AGUAZUL, MANÍ, TAURAMENA",NA,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00478,a,BLOQUE DE PERFORACIÓN EXPLORATORIA LLANOS 26-LAM5018,ANLA,PAREX RESOURCES COLOMBIA LTD SUCURSAL,Company,National,Private,2021,2017,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,20,NI,CASANARE,85,"YOPAL, AGUAZUL, MANÍ, TAURAMENA",NA,CASANARE_MANI,CASANARE,MANI,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00478,a,BLOQUE DE PERFORACIÓN EXPLORATORIA LLANOS 26-LAM5018,ANLA,PAREX RESOURCES COLOMBIA LTD SUCURSAL,Company,National,Private,2021,2017,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,20,NI,CASANARE,85,"YOPAL, AGUAZUL, MANÍ, TAURAMENA",NA,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00479,a,OLEODUCTO CUSIANA LA BELLEZA VASCONIA COVEÑAS E INSTALACIONES ANEXAS-LAM0318,ANLA,OLEODUCTO CENTRAL S.A. – OCENSA,Company,National,Private,2021,NI,Yes,Implementation,NI,NI,NI,NI,NI,NI,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,207,NA,BOYACA,15,"TAURAMENA,SABANALARGA,MONTERREY,SAN LUIS DE GACENO,PÁEZ,CAMPO HERMOSO,MIRAFLORES,ZETAQUÍRA,RAMIRIQUÍ,JENESANO,BOYACÁ,VENTAQUEMADA,RONDÓN,TUNJA,CUCAITA,SORA,SAMACÁ,VILLA DE LEYVA,SÁCHICA,SUTAMARCHÁN,SANTA SOFÍA,GACHANTIVÁ,MONIQUIRÁ,OTANCHE,PUERTO BOYACÁ
(BOYACÁ); PUENTE NACIONAL, JESÚS MARÍA, FLORIÁN, ALBANIA, LA BELLEZA, BOLÍVAR (SANTANDER); PUERTO NARE, PUERTO BERRÍO, REMEDIOS, YONDÓ, SEGOVIA, ZARAGOZA, CAUCASIA (ANTIOQUÍA); LA APARTADA, BUENAVISTA, PLANETA RICA, PUEBLO NUEVO, SAHAGÚN, CIÉNAGA DE ORO, CHINÚ, CHIMÁ, SAN ANDRÉS DE SOTAVENTO, MOMIL (CÓRDOBA); Y PALMITO Y COVEÑAS (SUCRE).","15104, 15224, 15293, 15367, 15455, 95200, 15469, 85162, 15507, 15514, 15599, 15621, 5628, 8638, 85300, 15638, 15646, 15667, 15696, 15762, 15776, 85410, 15001, 15861, 15407",NA,NA,NA,NI,Norandina,NI,NA,ANLA - COMPENSACIÓN,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00480,a,OLEODUCTO CUSIANA LA BELLEZA VASCONIA COVEÑAS E INSTALACIONES ANEXAS-LAM0318,ANLA,OLEODUCTO CENTRAL S.A. – OCENSA,Company,National,Private,2021,NI,Yes,Implementation,NI,NI,NI,NI,NI,NI,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,195,NA,BOYACA,15,"TAURAMENA,SABANALARGA,MONTERREY,SAN LUIS DE GACENO,PÁEZ,CAMPO HERMOSO,MIRAFLORES,ZETAQUÍRA,RAMIRIQUÍ,JENESANO,BOYACÁ,VENTAQUEMADA,RONDÓN,TUNJA,CUCAITA,SORA,SAMACÁ,VILLA DE LEYVA,SÁCHICA,SUTAMARCHÁN,SANTA SOFÍA,GACHANTIVÁ,MONIQUIRÁ,OTANCHE,PUERTO BOYACÁ
(BOYACÁ); PUENTE NACIONAL, JESÚS MARÍA, FLORIÁN, ALBANIA, LA BELLEZA, BOLÍVAR (SANTANDER); PUERTO NARE, PUERTO BERRÍO, REMEDIOS, YONDÓ, SEGOVIA, ZARAGOZA, CAUCASIA (ANTIOQUÍA); LA APARTADA, BUENAVISTA, PLANETA RICA, PUEBLO NUEVO, SAHAGÚN, CIÉNAGA DE ORO, CHINÚ, CHIMÁ, SAN ANDRÉS DE SOTAVENTO, MOMIL (CÓRDOBA); Y PALMITO Y COVEÑAS (SUCRE).","15104, 15224, 15293, 15367, 15455, 95200, 15469, 85162, 15507, 15514, 15599, 15621, 5628, 8638, 85300, 15638, 15646, 15667, 15696, 15762, 15776, 85410, 15001, 15861, 15407",NA,NA,NA,NI,Norandina,NI,NA,ANLA - COMPENSACIÓN,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
